V2,V81,V84,V297,V417,V420,V497,V601,V713,V721,V86,V103,V104,V370,V6,V868,V7,V172,V279,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V610
3373,MAENNLICH,54,VERHEIRAT.ZUSAM.LEB.,NA,1000 - 1124 EURO,NA,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,30.86,NIE,MANCHMAL,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3374,MAENNLICH,65,VERHEIRAT.ZUSAM.LEB.,1327,1250 - 1374 EURO,1667,KEINER RELIGIONSGEM.,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,30.93,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3375,WEIBLICH,68,VERWITWET,2400,2250 - 2499 EURO,2400,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,23.71,FAST NIE,FAST NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,MANCHMAL,FAST NIE,NIE,.._duplicated_7
3376,MAENNLICH,24,LEDIG,2500,2500 - 2749 EURO,2667,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,27.76,OFT,FAST NIE,MANCHMAL,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
3377,MAENNLICH,39,LEDIG,1900,1750 - 1999 EURO,1478,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,MITTELSCHICHT,29.07,OFT,MANCHMAL,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3378,WEIBLICH,31,VERHEIRAT.ZUSAM.LEB.,1600,1500 - 1749 EURO,1748,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,24.09,OFT,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,FAST NIE,NIE,NIE,NIE,NIE,.._duplicated_9
3379,MAENNLICH,77,VERHEIRAT.ZUSAM.LEB.,800,750 - 874 EURO,NA,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,23.53,NIE,FAST NIE,OFT,MANCHMAL,FAST NIE,NIE,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,FAST NIE,.._duplicated_7
3380,MAENNLICH,34,VERHEIRAT.ZUSAM.LEB.,1200,1125 - 1249 EURO,1083,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,31.07,OFT,MANCHMAL,OFT,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
3381,MAENNLICH,19,LEDIG,550,500 - 624 EURO,NA,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,"AZUBI, ETC.","VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,IN AUSBILDUNG,DEUTSCHLAND,JA,RHEINLAND-PFALZ,ALTE BUNDESLAENDER,ARBEITERSCHICHT,50.7,FAST NIE,MANCHMAL,MANCHMAL,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,FAST NIE,.._duplicated_9
3382,MAENNLICH,41,VERHEIRAT.ZUSAM.LEB.,3000,3000 - 3999 EURO,4000,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,"BEAMT,RICHTER,SOLDAT",DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,OBERE MITTELSCHICHT,32.49,MANCHMAL,FAST NIE,OFT,MANCHMAL,NIE,NIE,FAST NIE,FAST NIE,NIE,NIE,FAST NIE,GANZ ZUFRIEDEN
3383,WEIBLICH,26,VERH.GETRENNT LEBEND,1125,1125 - 1249 EURO,1125,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,28.7,NIE,MANCHMAL,FAST NIE,FAST NIE,NIE,OFT,MANCHMAL,MANCHMAL,OFT,OFT,FAST NIE,.._duplicated_7
3384,MAENNLICH,47,VERHEIRAT.ZUSAM.LEB.,950,875 - 999 EURO,1133,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,ANDERES LAND,NEIN,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,32.87,IMMER,OFT,FAST NIE,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,IMMER,MANCHMAL,MANCHMAL,OFT,.._duplicated_3
3385,MAENNLICH,46,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,2667,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,24.86,MANCHMAL,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3386,WEIBLICH,39,VERHEIRAT.ZUSAM.LEB.,800,750 - 874 EURO,2976,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,HESSEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,24.45,IMMER,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
3387,MAENNLICH,67,VERHEIRAT.ZUSAM.LEB.,NA,2000 - 2249 EURO,1417,KEINER RELIGIONSGEM.,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.31,MANCHMAL,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3388,MAENNLICH,53,VERHEIRAT.ZUSAM.LEB.,600,500 - 624 EURO,750,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ERWERBSUNFAEHIG,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN-ANHALT,NEUE BUNDESLAENDER,MITTELSCHICHT,21.37,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,FAST NIE,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_8
3389,WEIBLICH,30,VERHEIRAT.ZUSAM.LEB.,1300,1250 - 1374 EURO,2389,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,20.76,IMMER,MANCHMAL,MANCHMAL,OFT,NIE,NIE,MANCHMAL,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
3390,WEIBLICH,64,GESCHIEDEN,1370,1250 - 1374 EURO,1370,AND.CHRISTL.RELIGION,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,ARBEITERSCHICHT,26.56,NIE,MANCHMAL,OFT,OFT,OFT,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_6
3391,MAENNLICH,71,VERHEIRAT.ZUSAM.LEB.,5000,5000 - 7499 EURO,5333,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,23.46,NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_7
3392,MAENNLICH,72,VERHEIRAT.ZUSAM.LEB.,1700,1500 - 1749 EURO,1600,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,25.66,NIE,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_6
3393,MAENNLICH,75,VERHEIRAT.ZUSAM.LEB.,NA,3000 - 3999 EURO,5833,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,HESSEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,23.15,FAST NIE,NIE,OFT,MANCHMAL,NIE,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_8
3394,MAENNLICH,53,VERHEIRAT.ZUSAM.LEB.,NA,UNTER 200 EURO,NA,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,LANDWIRT,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,26.93,MANCHMAL,NIE,OFT,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3395,MAENNLICH,53,VERHEIRAT.ZUSAM.LEB.,1200,1125 - 1249 EURO,522,ROEMISCH-KATHOLISCH,FRUEHER ERWERBSTAETIG,ARBEITSLOS,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,RHEINLAND-PFALZ,ALTE BUNDESLAENDER,UNTERSCHICHT,30.08,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,.._duplicated_2
3396,WEIBLICH,60,LEDIG,920,875 - 999 EURO,920,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,21.15,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,.._duplicated_4
3397,WEIBLICH,75,VERHEIRAT.ZUSAM.LEB.,1100,1000 - 1124 EURO,1533,KEINER RELIGIONSGEM.,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,MITTELSCHICHT,25.97,NIE,MANCHMAL,OFT,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3398,MAENNLICH,51,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,1400,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,"JA, UND ANDERE",SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,26.79,OFT,NIE,MANCHMAL,OFT,NIE,NIE,NIE,NIE,MANCHMAL,MANCHMAL,NIE,.._duplicated_9
3399,WEIBLICH,72,VERWITWET,6000,5000 - 7499 EURO,6000,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,21.5,OFT,OFT,MANCHMAL,FAST NIE,FAST NIE,MANCHMAL,OFT,OFT,NIE,NIE,FAST NIE,GANZ ZUFRIEDEN
3400,MAENNLICH,37,VERHEIRAT.ZUSAM.LEB.,1300,1250 - 1374 EURO,1429,EVANG.OHNE FREIKIRCH,NA,NA,FACHHOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,24.58,NIE,NIE,MANCHMAL,OFT,NIE,NIE,FAST NIE,NIE,NIE,NIE,NIE,.._duplicated_9
3401,MAENNLICH,24,LEDIG,600,500 - 624 EURO,600,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,"SCHUELER, STUDENT",MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,26.23,OFT,NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
3402,WEIBLICH,74,VERWITWET,1370,1250 - 1374 EURO,1370,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,32.99,NIE,NIE,OFT,MANCHMAL,NIE,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_7
3403,WEIBLICH,53,VERHEIRAT.ZUSAM.LEB.,NA,NA,2333,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,"HAUSFRAU,-MANN","VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,28.06,MANCHMAL,NIE,IMMER,OFT,OFT,NIE,OFT,OFT,NIE,NIE,NIE,GANZ ZUFRIEDEN
3404,WEIBLICH,24,VERHEIRAT.ZUSAM.LEB.,NA,NA,1733,AND.CHRISTL.RELIGION,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,EHEM.JUGOSLAWIEN,NEIN,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,26.57,FAST NIE,MANCHMAL,OFT,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
3405,MAENNLICH,49,GESCHIEDEN,2000,2000 - 2249 EURO,2667,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN-ANHALT,NEUE BUNDESLAENDER,OBERE MITTELSCHICHT,31.56,MANCHMAL,OFT,FAST NIE,MANCHMAL,NIE,NIE,NIE,NIE,MANCHMAL,NIE,MANCHMAL,.._duplicated_4
3406,WEIBLICH,62,VERWITWET,570,500 - 624 EURO,570,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,30.1,NIE,FAST NIE,OFT,FAST NIE,IMMER,MANCHMAL,IMMER,IMMER,FAST NIE,FAST NIE,OFT,.._duplicated_8
3407,WEIBLICH,19,LEDIG,NA,NA,NA,KEINER RELIGIONSGEM.,ERWERBSTAETIG,"SCHUELER, STUDENT",HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,MITTELSCHICHT,22.2,MANCHMAL,OFT,MANCHMAL,FAST NIE,NIE,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_9
3408,MAENNLICH,57,VERHEIRAT.ZUSAM.LEB.,3000,3000 - 3999 EURO,2667,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,"BEAMT,RICHTER,SOLDAT",DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,25.31,OFT,MANCHMAL,MANCHMAL,MANCHMAL,NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,.._duplicated_7
3409,WEIBLICH,27,LEDIG,330,300 - 399 EURO,750,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,"HAUSFRAU,-MANN","VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,20.83,OFT,OFT,MANCHMAL,MANCHMAL,OFT,OFT,OFT,OFT,OFT,OFT,FAST NIE,.._duplicated_7
3410,MAENNLICH,61,VERHEIRAT.ZUSAM.LEB.,4800,4000 - 4999 EURO,3667,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,MITTELSCHICHT,30.59,MANCHMAL,FAST NIE,OFT,MANCHMAL,NIE,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_8
3411,MAENNLICH,71,VERHEIRAT.ZUSAM.LEB.,2600,2500 - 2749 EURO,2333,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,FACHHOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,MITTELSCHICHT,26.49,NIE,NIE,OFT,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_9
3412,MAENNLICH,60,GESCHIEDEN,1440,1375 - 1499 EURO,960,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN-ANHALT,NEUE BUNDESLAENDER,MITTELSCHICHT,30.45,OFT,MANCHMAL,OFT,FAST NIE,NIE,NIE,FAST NIE,MANCHMAL,FAST NIE,FAST NIE,NIE,.._duplicated_7
3413,WEIBLICH,66,VERWITWET,700,625 - 749 EURO,700,ROEMISCH-KATHOLISCH,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,38.76,FAST NIE,FAST NIE,OFT,MANCHMAL,FAST NIE,OFT,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_7
3414,WEIBLICH,50,VERHEIRAT.ZUSAM.LEB.,NA,1375 - 1499 EURO,2333,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,22.66,OFT,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
3415,WEIBLICH,23,LEDIG,NA,NA,NA,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,20.38,MANCHMAL,FAST NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3416,MAENNLICH,27,VERHEIRAT.ZUSAM.LEB.,2350,2250 - 2499 EURO,2056,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,"BEAMT,RICHTER,SOLDAT",DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,27.16,MANCHMAL,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
3417,WEIBLICH,19,LEDIG,NA,NA,958,ROEMISCH-KATHOLISCH,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,22.95,FAST NIE,FAST NIE,OFT,OFT,FAST NIE,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_8
3418,MAENNLICH,43,LEDIG,1000,1000 - 1124 EURO,1250,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,28.7,MANCHMAL,FAST NIE,OFT,OFT,FAST NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
3419,WEIBLICH,77,VERHEIRAT.ZUSAM.LEB.,700,625 - 749 EURO,1000,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,NA,27.41,NIE,FAST NIE,MANCHMAL,FAST NIE,FAST NIE,NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,NIE,.._duplicated_9
3420,MAENNLICH,48,VERHEIRAT.ZUSAM.LEB.,2300,2250 - 2499 EURO,1286,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,EHEM.JUGOSLAWIEN,NEIN,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,31.46,OFT,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
3421,MAENNLICH,36,LEDIG,2950,2750 - 2999 EURO,2950,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,HAMBURG,ALTE BUNDESLAENDER,MITTELSCHICHT,24.07,MANCHMAL,FAST NIE,OFT,MANCHMAL,NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
3422,WEIBLICH,31,VERHEIRAT.ZUSAM.LEB.,2100,2000 - 2249 EURO,2611,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.65,OFT,MANCHMAL,MANCHMAL,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
3423,WEIBLICH,58,GESCHIEDEN,1400,1375 - 1499 EURO,933,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,OBERE MITTELSCHICHT,23.88,IMMER,OFT,FAST NIE,FAST NIE,NIE,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,OFT,.._duplicated_4
3424,MAENNLICH,21,LEDIG,NA,NA,NA,ROEMISCH-KATHOLISCH,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,20.94,OFT,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
3425,MAENNLICH,38,VERHEIRAT.ZUSAM.LEB.,4000,4000 - 4999 EURO,2095,EVANG.FREIKIRCHE,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,MITTELSCHICHT,28.6,IMMER,FAST NIE,IMMER,IMMER,MANCHMAL,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_9
3426,MAENNLICH,73,LEDIG,1500,1500 - 1749 EURO,1500,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,EHEM. BERLIN-WEST,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,21.63,FAST NIE,OFT,MANCHMAL,NIE,OFT,NIE,IMMER,IMMER,NIE,NIE,NIE,.._duplicated_8
3427,MAENNLICH,28,LEDIG,2500,2500 - 2749 EURO,2500,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BREMEN,ALTE BUNDESLAENDER,MITTELSCHICHT,23.88,MANCHMAL,FAST NIE,OFT,OFT,NIE,FAST NIE,NIE,NIE,FAST NIE,FAST NIE,NIE,.._duplicated_8
3428,WEIBLICH,29,VERHEIRAT.ZUSAM.LEB.,NA,NA,1333,ROEMISCH-KATHOLISCH,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,"JA, UND ANDERE",BAYERN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,25.4,IMMER,OFT,NIE,FAST NIE,MANCHMAL,OFT,NIE,NIE,NIE,NIE,MANCHMAL,.._duplicated_7
3429,WEIBLICH,61,VERH.GETRENNT LEBEND,NA,2000 - 2249 EURO,1417,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,32.72,IMMER,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_6
